"Human" "Chimpanzee" "Bonobo" "Gorilla" "Orangutan" "Macaque" "Mouse" "Opossum" "Platypus" "Chicken"
"ENSG00000184602" 0 1 1 0 0 0 1 0 0 0
"ENSG00000120733" 0 0 0 0 0 0 0 0 0 0
"ENSG00000149090" 0 0 0 0 0 0 0 0 0 0
"ENSG00000109775" 0 0 0 0 0 0 0 0 0 0
"ENSG00000163608" 0 0 0 0 0 0 0 0 0 0
"ENSG00000153820" 0 0 0 0 0 0 0 0 0 0
"ENSG00000139370" 1 0 0 0 0 0 0 0 0 0
"ENSG00000138162" 0 0 0 0 0 0 0 0 0 1
"ENSG00000155034" 0 0 0 0 0 0 0 0 0 0
"ENSG00000185963" 1 0 0 0 0 0 0 0 0 0
"ENSG00000117697" 0 0 0 0 0 0 0 0 0 0
"ENSG00000092531" 0 0 0 0 0 0 0 0 0 0
"ENSG00000180488" 0 0 0 0 0 0 0 0 0 0
"ENSG00000183715" 0 0 0 0 0 0 0 0 0 0
"ENSG00000104415" 0 0 0 0 0 0 0 0 0 0
"ENSG00000162836" 0 0 0 0 0 0 0 0 0 0
"ENSG00000151690" 0 0 0 0 0 0 0 0 0 0
"ENSG00000136867" 1 0 0 0 0 0 0 0 0 0
"ENSG00000171608" 1 0 0 1 0 0 0 0 1 0
"ENSG00000184349" 0 0 0 0 0 0 0 0 0 0
"ENSG00000164136" 0 0 0 0 0 0 0 0 0 0
"ENSG00000145555" 0 0 0 0 0 0 0 0 0 0
"ENSG00000133789" 0 0 0 0 0 0 0 0 0 0
"ENSG00000141434" 0 0 0 0 0 0 0 0 0 0
"ENSG00000100592" 0 0 0 0 0 0 0 0 0 0
"ENSG00000151090" 0 0 0 0 0 0 0 0 0 0
"ENSG00000133101" 0 0 0 0 0 0 0 0 0 0
"ENSG00000179546" 0 0 0 0 0 0 0 0 0 0
"ENSG00000020129" 0 0 0 0 0 0 0 0 0 0
"ENSG00000113657" 0 0 0 0 0 0 0 0 0 0
"ENSG00000029559" 0 0 0 0 0 0 0 0 0 0
"ENSG00000157766" 0 0 0 0 0 0 0 0 0 0
"ENSG00000142173" 0 0 0 0 0 0 0 0 0 0
"ENSG00000101346" 0 0 0 0 0 0 0 0 0 0
"ENSG00000141098" 0 0 0 0 0 0 0 0 0 0
"ENSG00000150687" 0 0 0 0 0 0 0 0 0 0
"ENSG00000061918" 0 0 0 0 0 0 0 0 0 0
"ENSG00000165915" 0 0 0 0 0 0 0 0 0 0
"ENSG00000186111" 0 0 0 0 0 0 0 0 0 0
"ENSG00000196544" 1 0 0 1 0 1 0 0 0 0
"ENSG00000171843" 0 0 0 0 0 0 0 0 0 0
"ENSG00000163312" 0 0 0 0 0 0 0 0 0 0
"ENSG00000118307" 0 0 0 0 0 0 0 0 0 1
"ENSG00000136021" 0 0 0 0 0 0 0 0 0 0
"ENSG00000132953" 0 0 0 0 0 0 0 0 0 0
"ENSG00000185009" 0 0 0 0 0 0 1 0 0 0
"ENSG00000138443" 0 0 0 0 0 0 0 0 0 0
"ENSG00000164209" 0 0 0 0 0 0 0 0 0 0
"ENSG00000008869" 0 0 0 0 0 0 0 0 0 0
"ENSG00000135678" 1 0 0 0 0 0 0 0 0 0
"ENSG00000165501" 0 0 0 0 0 0 0 0 0 0
"ENSG00000135063" 0 0 0 0 0 0 0 0 0 0
"ENSG00000047188" 0 0 0 0 0 0 0 0 0 0
"ENSG00000112246" 0 0 0 0 0 0 0 0 0 0
"ENSG00000106144" 0 0 0 0 0 0 0 0 0 0
"ENSG00000165105" 0 0 0 0 0 0 0 0 0 0
"ENSG00000103005" 0 0 0 0 0 0 1 0 0 0
"ENSG00000135100" 1 1 1 0 0 0 0 0 0 0
"ENSG00000117600" 0 0 0 0 0 0 0 0 0 0
"ENSG00000115590" 0 0 0 0 0 0 0 0 0 0
"ENSG00000184156" 0 0 0 0 0 0 0 0 0 0
"ENSG00000115137" 1 0 0 0 0 0 0 0 0 0
"ENSG00000119636" 1 1 1 1 1 0 1 0 0 1
"ENSG00000010626" 0 0 0 0 0 0 0 1 0 0
"ENSG00000171840" 0 0 0 0 0 0 0 0 0 0
"ENSG00000100320" 0 0 0 0 0 0 0 0 0 0
"ENSG00000145016" 0 0 0 0 0 0 0 0 0 0
"ENSG00000112312" 0 0 0 0 0 0 0 0 0 0
"ENSG00000100372" 0 0 0 0 0 0 0 0 0 0
"ENSG00000006283" 0 0 0 0 0 0 0 0 0 0
"ENSG00000100605" 0 0 0 0 0 0 0 0 0 0
"ENSG00000155760" 0 0 0 0 0 0 0 0 0 0
"ENSG00000092421" 0 0 0 0 0 0 0 0 0 0
"ENSG00000079335" 1 0 0 0 0 0 0 0 0 0
"ENSG00000166033" 0 0 0 0 0 0 0 0 0 0
"ENSG00000113300" 0 0 0 0 0 0 0 0 0 0
"ENSG00000158062" 1 0 0 0 0 0 0 0 0 1
"ENSG00000107864" 0 0 0 0 0 0 0 0 0 0
"ENSG00000070413" 0 0 0 0 0 0 0 0 0 0
"ENSG00000148288" 1 0 0 0 0 0 0 0 0 0
"ENSG00000136603" 0 0 0 0 0 0 0 0 0 0
"ENSG00000166170" 0 0 0 0 0 0 0 0 0 0
"ENSG00000085511" 0 0 0 0 0 0 0 0 0 0
"ENSG00000103160" 1 0 0 0 0 0 0 0 0 0
"ENSG00000186625" 0 0 0 1 0 0 0 0 0 0
"ENSG00000101596" 0 0 0 0 0 0 0 0 0 0
"ENSG00000189007" 0 0 0 0 0 0 1 1 0 0
"ENSG00000179364" 0 0 0 0 0 0 0 0 0 1
"ENSG00000107443" 0 0 0 0 0 0 0 0 0 0
"ENSG00000166411" 1 0 1 0 0 0 0 0 0 0
"ENSG00000198855" 0 0 0 0 0 0 0 0 0 0
"ENSG00000108924" 0 0 0 0 0 0 0 0 0 0
"ENSG00000168397" 0 0 0 0 0 0 0 0 0 0
"ENSG00000177200" 0 0 0 0 0 0 0 0 0 0
"ENSG00000103740" 1 1 1 1 0 0 1 0 0 0
"ENSG00000110318" 0 0 0 0 0 0 0 0 0 0
"ENSG00000163833" 0 0 0 0 0 0 0 0 0 0
"ENSG00000244038" 0 0 0 0 0 0 0 0 0 0
"ENSG00000084710" 0 0 0 0 0 0 0 0 0 0
"ENSG00000158042" 0 0 0 0 0 0 0 0 0 0
"ENSG00000198171" 0 0 0 0 0 0 0 0 0 0
"ENSG00000176715" 0 0 0 0 0 0 0 0 0 0
"ENSG00000103546" 0 0 0 0 0 0 0 0 0 0
"ENSG00000181378" 1 0 0 0 0 0 0 0 0 0
"ENSG00000136827" 0 0 0 0 0 0 0 0 0 0
"ENSG00000090565" 0 0 0 0 0 0 0 0 0 1
"ENSG00000100796" 0 0 0 0 0 0 0 0 0 0
"ENSG00000067365" 0 0 0 0 0 0 0 0 0 0
"ENSG00000010292" 1 0 0 0 0 0 0 0 0 0
"ENSG00000131381" 1 0 0 0 0 0 0 0 1 0
"ENSG00000145861" 0 0 0 0 0 0 0 0 0 0
"ENSG00000187527" 1 1 1 0 1 0 0 0 0 0
"ENSG00000161048" 0 0 0 1 0 0 0 0 1 0
"ENSG00000108984" 0 0 0 0 0 0 0 0 0 0
"ENSG00000175073" 0 0 0 0 0 0 0 0 0 0
"ENSG00000152700" 0 0 0 0 0 0 0 0 0 0
"ENSG00000146963" 0 0 0 0 0 0 0 0 0 0
"ENSG00000144455" 0 0 0 0 0 0 0 0 0 0
"ENSG00000158615" 1 0 0 0 0 0 0 0 0 0
"ENSG00000165832" 0 0 0 0 0 0 0 0 0 0
"ENSG00000184374" 0 0 0 0 0 0 0 0 0 0
"ENSG00000144488" 0 0 0 0 0 0 0 0 0 0
"ENSG00000196199" 0 0 0 0 0 0 0 0 0 0
"ENSG00000131183" 0 0 0 0 0 0 1 0 0 0
"ENSG00000140795" 0 0 0 0 0 0 0 0 0 0
"ENSG00000105929" 0 0 0 0 0 0 1 0 0 0
"ENSG00000017427" 0 0 0 0 0 0 0 0 0 0
"ENSG00000158113" 0 0 0 0 0 0 0 0 0 0
"ENSG00000013523" 0 0 0 0 0 0 0 0 0 0
"ENSG00000163743" 0 0 0 0 0 0 0 0 0 0
"ENSG00000104427" 0 0 0 0 0 0 0 0 0 0
"ENSG00000117640" 0 0 0 0 0 0 0 0 0 0
"ENSG00000129493" 0 0 0 0 0 0 0 0 0 0
"ENSG00000031544" 0 1 0 0 0 0 0 0 0 0
"ENSG00000204991" 0 0 0 0 0 0 0 0 0 0
"ENSG00000185480" 1 0 1 1 0 0 1 0 1 0
"ENSG00000120690" 1 0 0 0 0 0 0 0 0 0
"ENSG00000082497" 1 0 0 0 0 0 0 0 0 0
"ENSG00000101972" 0 0 0 0 0 0 0 0 0 0
"ENSG00000198049" 0 0 0 0 0 0 0 0 0 0
"ENSG00000168301" 0 0 0 0 0 0 0 0 1 0
"ENSG00000144834" 0 0 0 0 0 0 0 0 0 0
"ENSG00000171867" 0 0 0 0 0 0 0 0 0 0
"ENSG00000136478" 0 0 0 0 0 0 0 0 0 0
"ENSG00000163125" 0 0 0 0 0 0 0 0 0 0
"ENSG00000064419" 0 0 0 0 0 0 0 0 0 0
"ENSG00000172037" 0 0 0 0 0 0 0 0 0 0
"ENSG00000164626" 0 0 0 0 0 0 0 0 0 0
"ENSG00000103222" 0 0 0 0 0 1 0 0 0 0
"ENSG00000140450" 0 0 0 0 0 0 0 0 0 0
"ENSG00000170275" 0 0 0 0 0 0 0 0 0 0
"ENSG00000122643" 0 0 0 0 0 0 0 0 0 0
"ENSG00000168092" 0 0 0 0 0 0 0 0 0 0
"ENSG00000049323" 0 0 0 0 0 0 0 0 0 0
"ENSG00000119411" 0 0 0 0 0 0 0 0 0 0
"ENSG00000124207" 0 0 0 0 0 0 0 0 0 0
"ENSG00000138669" 0 0 0 0 0 0 0 0 0 0
"ENSG00000151693" 1 0 0 0 0 0 0 0 0 0
"ENSG00000163235" 0 0 0 0 0 0 0 0 0 1
"ENSG00000120370" 0 0 0 0 0 0 0 0 0 0
"ENSG00000058091" 0 0 0 0 0 0 0 0 0 0
"ENSG00000150086" 0 0 0 0 0 0 1 0 0 0
"ENSG00000157637" 0 0 0 0 0 0 0 0 0 0
"ENSG00000048342" 0 0 0 0 0 0 0 0 0 0
"ENSG00000165097" 0 0 0 0 0 0 0 0 0 0
"ENSG00000163630" 0 0 0 0 0 0 0 0 0 0
"ENSG00000120688" 0 0 0 0 0 0 0 0 0 0
"ENSG00000146701" 0 0 0 0 0 0 0 0 0 0
"ENSG00000122882" 0 0 0 0 0 0 0 0 0 0
"ENSG00000197535" 0 0 0 0 0 0 0 0 0 0
"ENSG00000147650" 0 0 0 0 0 0 0 0 0 0
"ENSG00000174137" 0 0 0 0 0 1 0 0 0 0
"ENSG00000113924" 0 0 0 0 0 0 0 0 0 0
"ENSG00000166073" 0 0 0 0 0 0 0 0 0 0
"ENSG00000146243" 0 0 0 0 0 0 0 0 0 0
"ENSG00000171723" 0 0 0 0 0 0 0 0 0 0
"ENSG00000105865" 1 0 0 0 0 0 0 0 0 0
"ENSG00000159261" 1 0 0 0 0 0 0 0 0 0
"ENSG00000165887" 0 0 0 0 0 0 0 0 0 0
"ENSG00000136750" 0 0 0 0 0 0 0 0 0 0
"ENSG00000136982" 1 0 0 0 0 0 0 0 0 0
"ENSG00000066336" 1 0 0 0 0 0 0 0 0 0
"ENSG00000137648" 0 0 0 0 0 0 0 0 0 0
"ENSG00000127152" 0 0 0 0 0 0 0 0 0 0
"ENSG00000119042" 0 0 0 0 0 1 1 0 0 0
"ENSG00000007080" 0 0 0 0 0 0 0 0 0 0
"ENSG00000100479" 0 0 0 0 0 0 0 0 0 0
"ENSG00000125991" 0 0 0 0 0 0 0 0 0 0
"ENSG00000147251" 0 0 0 0 0 0 0 0 0 0
"ENSG00000136235" 0 0 0 0 0 0 0 0 0 0
"ENSG00000154265" 0 0 0 0 0 0 0 0 0 0
"ENSG00000133104" 0 0 0 0 0 0 0 0 0 0
"ENSG00000101162" 1 1 1 0 0 0 1 0 0 0
"ENSG00000119523" 0 0 0 0 0 1 0 1 0 0
"ENSG00000130584" 1 1 1 1 0 0 0 0 0 0
"ENSG00000072849" 0 0 0 0 0 0 0 0 0 0
"ENSG00000065618" 0 0 0 0 0 0 0 0 0 0
"ENSG00000026559" 1 0 0 0 0 0 0 0 0 0
"ENSG00000137764" 0 0 0 0 0 0 0 0 0 0
"ENSG00000127743" 0 0 0 0 0 0 0 0 0 0
"ENSG00000112739" 0 0 0 0 0 0 0 0 0 0
"ENSG00000106692" 0 0 0 0 0 0 0 0 0 0
"ENSG00000225921" 0 0 0 0 0 0 0 0 0 0
"ENSG00000134962" 1 0 0 0 0 0 1 0 0 0
"ENSG00000140526" 0 0 0 0 0 1 0 0 0 0
"ENSG00000151466" 1 0 0 1 0 1 0 0 0 0
"ENSG00000118200" 0 0 0 0 0 0 0 0 0 0
"ENSG00000183093" 0 0 0 0 0 0 0 0 0 0
"ENSG00000177885" 1 0 0 0 0 0 0 0 0 0
"ENSG00000138942" 0 0 0 0 0 0 0 0 0 0
"ENSG00000137274" 0 0 0 0 0 0 0 0 0 0
"ENSG00000204351" 0 0 0 0 0 0 0 0 0 0
"ENSG00000183579" 0 0 0 0 0 0 0 0 0 0
"ENSG00000204178" 0 0 0 0 0 0 0 0 0 0
"ENSG00000185344" 0 0 0 0 0 0 0 0 0 0
"ENSG00000175470" 0 0 0 0 0 0 0 0 0 0
"ENSG00000071626" 0 0 0 0 0 0 0 0 0 0
"ENSG00000143324" 0 0 0 0 0 0 0 0 0 0
"ENSG00000174804" 0 0 0 0 0 0 0 0 0 0
"ENSG00000170242" 0 0 0 0 0 0 0 0 0 0
"ENSG00000102053" 0 0 0 0 0 0 1 0 0 0
"ENSG00000131143" 0 0 0 0 0 0 0 0 0 0
"ENSG00000124787" 0 0 0 0 0 0 0 0 0 0
"ENSG00000164142" 0 0 0 0 0 0 0 0 0 0
"ENSG00000168118" 0 0 0 0 0 0 0 0 0 0
"ENSG00000136868" 0 0 0 0 0 0 0 0 0 0
"ENSG00000187555" 0 0 0 0 0 0 0 0 0 0
"ENSG00000096092" 0 0 0 0 0 0 0 0 0 0
"ENSG00000092931" 1 1 1 1 1 1 1 1 0 0
"ENSG00000100726" 0 1 1 0 0 1 0 0 0 0
"ENSG00000142185" 0 0 0 0 0 0 0 0 0 0
"ENSG00000170419" 0 0 0 0 0 0 0 0 0 0
"ENSG00000109180" 0 0 0 0 0 0 0 0 0 0
"ENSG00000146378" 0 0 0 0 0 0 0 0 0 0
"ENSG00000139160" 1 0 0 0 0 0 0 0 0 1
"ENSG00000198799" 0 0 0 0 0 0 0 0 0 0
"ENSG00000049130" 0 0 0 0 0 0 0 0 0 0
"ENSG00000113048" 0 0 0 0 0 0 0 0 0 0
"ENSG00000134864" 1 1 1 0 0 0 0 0 0 0
"ENSG00000091704" 0 0 0 0 0 0 0 0 0 0
"ENSG00000168938" 0 0 0 0 0 0 0 0 0 0
"ENSG00000164463" 0 0 0 0 0 0 0 0 0 0
"ENSG00000009765" 0 0 0 0 0 0 0 0 0 0
"ENSG00000101199" 0 0 0 0 0 0 0 0 0 0
"ENSG00000152904" 0 0 0 0 0 0 1 0 0 0
"ENSG00000111652" 0 0 0 0 0 0 0 0 0 0
"ENSG00000162426" 0 0 0 0 0 0 0 0 0 0
"ENSG00000134321" 0 0 0 0 0 0 0 1 0 0
"ENSG00000106780" 0 0 0 0 0 0 0 0 0 0
"ENSG00000168952" 0 0 0 0 0 0 0 0 0 0
"ENSG00000060749" 0 0 0 0 0 0 0 0 0 0
"ENSG00000107611" 0 0 0 0 0 0 0 0 0 0
"ENSG00000106524" 0 0 0 0 0 0 0 0 0 0
"ENSG00000136250" 0 0 0 0 0 0 0 0 0 0
"ENSG00000145721" 0 0 0 0 0 0 0 0 0 0
"ENSG00000120256" 0 0 0 0 0 0 0 0 0 0
"ENSG00000167967" 0 0 0 0 0 0 0 0 0 0
"ENSG00000119185" 0 0 0 0 0 0 0 0 0 0
"ENSG00000122912" 0 0 0 0 0 0 0 0 0 0
"ENSG00000176108" 0 0 0 0 0 0 0 0 0 0
"ENSG00000112308" 0 0 0 0 0 0 0 0 0 0
"ENSG00000148840" 0 0 0 0 0 0 0 0 0 0
"ENSG00000143869" 0 0 0 0 0 0 0 0 0 0
"ENSG00000135333" 0 0 0 0 0 0 0 0 0 0
"ENSG00000172046" 0 0 0 0 0 0 0 0 0 0
"ENSG00000136944" 0 0 0 0 0 0 0 0 0 0
"ENSG00000100353" 0 0 0 0 0 0 0 0 0 0
"ENSG00000204928" 0 0 0 0 0 0 0 0 0 0
"ENSG00000145349" 0 0 0 0 0 0 0 0 0 0
"ENSG00000105643" 0 0 0 0 0 0 0 0 0 0
"ENSG00000171759" 0 0 0 0 0 0 0 0 0 0
"ENSG00000142279" 0 0 0 0 0 0 0 0 0 0
"ENSG00000023171" 0 0 0 0 0 0 0 0 0 0
"ENSG00000183726" 0 0 0 0 0 0 0 0 0 0
"ENSG00000154114" 0 0 0 0 0 0 0 0 0 0
"ENSG00000183662" 0 0 0 0 0 0 0 0 0 0
"ENSG00000112640" 0 0 0 0 0 1 1 0 0 0
"ENSG00000088298" 1 0 0 0 0 0 0 0 0 0
"ENSG00000125257" 0 0 0 0 0 0 0 0 0 0
"ENSG00000151131" 0 0 0 0 0 0 0 0 0 0
"ENSG00000177570" 0 0 0 0 0 0 0 0 0 0
"ENSG00000125863" 0 0 0 0 0 0 0 0 0 0
"ENSG00000128641" 0 0 0 0 0 0 0 0 0 0
"ENSG00000197299" 0 0 0 0 0 0 0 0 1 0
"ENSG00000112619" 0 0 0 0 0 0 0 0 0 0
"ENSG00000163050" 0 0 0 0 0 0 0 0 0 0
"ENSG00000120049" 1 0 0 0 0 0 0 0 0 0
"ENSG00000149182" 0 0 0 0 0 0 1 0 0 0
"ENSG00000106003" 0 0 0 0 0 0 0 0 0 0
"ENSG00000100330" 0 0 0 0 0 0 0 0 0 0
"ENSG00000166347" 0 0 0 0 0 0 0 0 0 0
"ENSG00000166377" 0 0 0 0 0 0 0 0 0 0
"ENSG00000066382" 0 0 0 0 0 0 0 0 0 0
"ENSG00000173085" 0 0 0 0 0 0 0 0 0 0
"ENSG00000145826" 1 0 0 0 0 0 0 0 0 0
"ENSG00000183087" 0 0 0 0 0 0 0 0 0 0
"ENSG00000153914" 0 0 0 0 0 0 0 0 0 0
"ENSG00000124721" 0 0 0 0 0 0 1 0 0 0
"ENSG00000142798" 1 1 1 1 0 0 0 0 0 0
"ENSG00000143971" 0 0 0 0 0 0 0 0 0 0
"ENSG00000164309" 0 0 0 0 0 0 0 0 0 0
"ENSG00000115525" 0 0 0 0 0 0 0 0 0 0
"ENSG00000077097" 0 0 0 0 0 0 0 0 0 0
"ENSG00000048991" 0 0 0 0 0 0 0 0 0 0
"ENSG00000002745" 0 0 0 0 0 0 0 0 0 0
"ENSG00000129007" 0 1 1 0 0 0 0 0 0 1
"ENSG00000114113" 0 0 0 0 0 0 0 0 0 0
"ENSG00000102858" 0 0 0 0 0 0 0 0 0 0
"ENSG00000205081" 1 0 0 0 0 0 0 0 0 1
"ENSG00000175216" 0 0 0 0 0 0 0 0 0 0
"ENSG00000115306" 0 0 0 0 0 0 0 0 0 0
"ENSG00000143013" 0 0 0 0 0 0 0 0 0 0
"ENSG00000175311" 0 0 0 0 0 0 0 0 0 1
"ENSG00000178691" 0 0 0 0 0 0 0 0 0 0
"ENSG00000141577" 0 0 0 0 0 0 0 0 0 0
"ENSG00000114388" 0 0 0 0 0 0 0 1 0 0
"ENSG00000137822" 0 0 0 0 0 0 1 0 0 0
"ENSG00000159625" 0 0 0 0 0 0 0 0 0 0
"ENSG00000105647" 0 0 0 0 0 0 0 0 0 0
"ENSG00000137872" 0 0 0 0 0 0 0 0 0 0
"ENSG00000100591" 0 0 0 0 0 0 0 0 0 0
"ENSG00000075856" 0 0 0 0 0 0 0 0 0 0
"ENSG00000106682" 0 0 0 0 0 0 0 0 0 0
"ENSG00000111364" 0 0 0 0 0 0 0 0 0 0
"ENSG00000099814" 0 0 0 0 0 0 0 0 0 0
"ENSG00000157111" 0 0 0 0 0 0 0 0 0 0
"ENSG00000174607" 0 0 0 0 0 0 0 0 0 0
"ENSG00000108557" 0 1 1 0 0 0 0 0 0 0
"ENSG00000168280" 0 0 0 0 0 0 0 0 0 0
"ENSG00000146005" 0 0 0 0 0 0 0 0 0 0
"ENSG00000141424" 0 0 0 0 0 0 0 0 0 0
"ENSG00000178199" 0 0 0 0 0 0 0 0 0 0
"ENSG00000168268" 1 0 0 1 0 1 0 1 0 0
"ENSG00000054965" 0 0 0 0 0 0 0 0 0 0
"ENSG00000064205" 0 0 0 0 0 1 0 0 0 0
"ENSG00000162814" 1 0 0 0 0 0 0 0 0 0
"ENSG00000104341" 0 0 0 0 0 0 0 0 0 0
"ENSG00000077943" 0 0 0 0 0 0 0 0 0 0
"ENSG00000076641" 0 0 0 0 0 0 0 0 0 0
"ENSG00000005020" 1 0 0 0 0 0 0 0 0 0
"ENSG00000005189" 0 0 0 0 0 0 0 0 0 0
"ENSG00000198130" 0 0 0 0 0 0 0 0 0 0
"ENSG00000105982" 1 0 0 0 0 0 0 0 0 0
"ENSG00000106683" 0 0 0 0 0 0 0 0 0 0
"ENSG00000133935" 0 0 0 0 0 0 0 0 0 0
"ENSG00000070729" 0 0 0 0 0 0 0 0 0 1
"ENSG00000173376" 0 0 0 0 0 0 0 0 0 0
"ENSG00000055208" 0 0 0 0 0 0 0 0 0 0
"ENSG00000175985" 0 0 0 0 0 0 0 0 0 0
"ENSG00000158258" 0 0 0 0 0 0 0 0 0 0
"ENSG00000006530" 0 0 0 0 0 0 0 0 0 0
"ENSG00000116514" 0 0 0 0 0 0 0 0 0 0
"ENSG00000180245" 0 0 0 0 0 0 0 0 0 0
"ENSG00000118454" 1 0 0 0 0 0 0 0 0 0
"ENSG00000152348" 1 0 0 0 0 0 0 0 0 0
"ENSG00000106070" 0 0 0 0 0 0 0 0 0 0
"ENSG00000101457" 0 0 0 0 0 0 0 0 0 0
"ENSG00000093009" 0 0 0 0 0 0 0 0 0 0
"ENSG00000169174" 0 1 1 0 0 0 0 0 0 0
"ENSG00000085978" 0 0 0 0 0 0 0 0 0 0
"ENSG00000160097" 0 0 0 0 0 0 0 0 0 0
"ENSG00000039560" 0 0 0 0 0 0 0 0 0 0
"ENSG00000101230" 0 0 0 0 0 0 0 0 0 0
"ENSG00000241258" 0 0 0 0 0 0 0 0 0 0
"ENSG00000143952" 0 0 0 0 0 0 0 0 0 0
"ENSG00000172292" 1 0 0 0 0 0 0 0 0 0
"ENSG00000164077" 0 0 0 0 0 0 0 0 0 0
"ENSG00000102755" 0 0 0 0 0 0 0 0 0 0
"ENSG00000116586" 0 0 0 0 0 0 0 0 0 0
"ENSG00000139209" 0 0 0 0 0 0 0 0 0 0
"ENSG00000111845" 0 0 0 0 0 0 0 0 0 0
"ENSG00000162804" 0 0 0 1 0 1 1 0 0 0
"ENSG00000112530" 0 0 0 0 0 0 0 0 0 0
"ENSG00000182093" 0 0 0 0 0 0 0 0 0 0
"ENSG00000166454" 0 0 0 0 0 0 0 0 0 0
"ENSG00000120832" 0 0 0 0 0 1 0 1 1 0
"ENSG00000177125" 0 0 0 0 0 0 0 0 0 0
"ENSG00000140443" 0 0 0 0 0 0 0 0 0 0
"ENSG00000155511" 0 0 0 0 0 1 0 0 0 0
"ENSG00000164161" 0 0 0 0 0 0 0 0 0 0
"ENSG00000127191" 0 0 0 0 0 0 0 0 0 0
"ENSG00000164604" 1 0 0 0 0 0 0 0 0 0
"ENSG00000003436" 0 0 0 0 0 0 0 0 0 0
"ENSG00000125844" 0 0 0 0 0 0 0 0 0 0
"ENSG00000091073" 0 0 0 0 0 0 0 0 0 0
"ENSG00000076043" 0 0 0 0 0 0 0 0 0 0
"ENSG00000137815" 0 0 0 0 0 0 0 0 0 0
"ENSG00000128342" 0 0 0 0 0 0 0 0 0 0
"ENSG00000100644" 0 0 0 0 0 0 0 0 0 0
"ENSG00000165695" 1 0 0 0 1 0 0 0 0 0
"ENSG00000123999" 0 0 0 0 0 0 1 0 0 0
"ENSG00000070731" 1 0 0 0 0 0 0 0 0 0
"ENSG00000148339" 0 0 0 0 0 0 0 0 0 0
"ENSG00000165970" 0 0 0 0 0 0 0 0 0 0
"ENSG00000047346" 0 0 0 0 0 0 0 0 0 0
"ENSG00000185527" 0 0 0 0 0 0 1 0 0 0
"ENSG00000133874" 0 0 0 0 0 0 0 0 0 0
"ENSG00000067221" 0 0 0 0 0 0 0 0 0 0
"ENSG00000009830" 0 0 0 0 0 0 0 0 0 0
"ENSG00000145982" 0 0 0 0 0 0 0 0 0 0
"ENSG00000106537" 0 0 0 0 0 0 0 0 0 0
"ENSG00000054282" 1 1 0 0 0 0 0 0 0 0
"ENSG00000205129" 0 0 0 0 0 0 0 0 0 0
"ENSG00000137710" 0 0 0 0 0 0 0 0 0 0
"ENSG00000138193" 0 0 0 0 0 0 0 0 0 0
"ENSG00000165802" 0 0 0 0 0 0 0 0 0 0
"ENSG00000186318" 0 0 0 1 0 0 0 0 0 0
"ENSG00000134318" 1 0 0 0 0 0 0 0 0 0
"ENSG00000117862" 0 0 0 0 0 0 0 0 0 0
"ENSG00000112715" 0 0 0 0 0 0 0 0 0 0
"ENSG00000157510" 0 0 0 0 0 0 0 0 0 0
"ENSG00000131591" 0 0 1 0 0 0 0 0 0 0
"ENSG00000147684" 0 0 0 0 0 0 1 0 0 0
"ENSG00000172728" 0 0 0 0 0 0 0 0 0 0
"ENSG00000151320" 0 0 0 0 0 0 0 0 0 0
"ENSG00000188191" 0 0 0 0 0 0 0 0 0 0
"ENSG00000047056" 0 0 0 0 0 0 0 0 0 0
"ENSG00000108950" 0 0 0 0 0 0 0 0 0 0
"ENSG00000144810" 0 0 0 0 0 0 0 0 0 0
"ENSG00000135919" 0 0 0 0 0 0 0 0 0 0
"ENSG00000184402" 0 0 0 0 0 0 0 0 0 1
"ENSG00000152492" 0 0 0 0 0 0 0 0 0 0
"ENSG00000132792" 0 0 0 0 0 0 0 0 0 0
"ENSG00000145911" 0 0 0 0 0 0 0 0 0 0
"ENSG00000183018" 1 1 1 1 0 0 0 0 0 0
"ENSG00000107518" 0 0 0 0 0 0 0 0 0 0
"ENSG00000113648" 0 0 0 0 0 0 0 0 0 0
"ENSG00000156170" 0 0 0 0 0 0 0 0 0 0
"ENSG00000163659" 0 0 0 0 0 0 0 0 0 0
"ENSG00000166747" 1 0 0 0 0 0 0 0 0 0
"ENSG00000103599" 0 0 0 0 0 0 0 0 0 0
"ENSG00000105185" 0 0 0 0 0 0 0 0 0 0
"ENSG00000181264" 0 0 0 0 0 0 0 0 0 0
"ENSG00000117707" 0 0 0 0 0 0 0 0 0 0
"ENSG00000145526" 0 0 0 0 0 0 0 0 0 0
"ENSG00000183688" 0 0 0 0 0 0 0 0 0 0
"ENSG00000102010" 0 0 0 0 0 0 0 0 0 0
"ENSG00000131351" 0 0 0 0 0 0 0 0 0 0
"ENSG00000148926" 0 0 0 0 0 0 0 0 0 0
"ENSG00000165061" 0 0 0 0 0 0 0 0 0 0
"ENSG00000078725" 0 0 0 0 0 0 0 0 0 0
"ENSG00000152683" 0 0 0 0 0 0 0 0 0 1
"ENSG00000023318" 0 0 0 0 0 0 0 0 0 0
"ENSG00000164932" 0 0 0 0 0 0 0 0 0 0
"ENSG00000198924" 0 0 0 0 0 0 0 0 0 0
"ENSG00000175471" 0 0 0 0 0 0 0 0 0 0
"ENSG00000166887" 1 0 0 0 0 0 0 0 0 0
"ENSG00000077063" 0 0 0 0 0 0 0 0 0 0
"ENSG00000161202" 0 0 0 1 0 0 0 0 0 0
