Human Chimpanzee Gorilla Orangutan Macaque
ENSG00000139697 ENSPTRG00000005597 ENSGGOG00000015000 ENSPPYG00000005084 ENSMMUG00000011496
ENSG00000161638 ENSPTRG00000005040 ENSGGOG00000000722 ENSPPYG00000004604 ENSMMUG00000003755
ENSG00000120129 ENSPTRG00000017534 ENSGGOG00000007135 ENSPPYG00000016048 ENSMMUG00000008844
ENSG00000164542 ENSPTRG00000019083 ENSGGOG00000005253 ENSPPYG00000017636 ENSMMUG00000010703
ENSG00000196924 ENSPTRG00000022430 ENSGGOG00000004199 ENSPPYG00000020871 ENSMMUG00000013668
ENSG00000176485 ENSPTRG00000003806 ENSGGOG00000001944 ENSPPYG00000004101 ENSMMUG00000005775
ENSG00000144674 ENSPTRG00000014746 ENSGGOG00000023859 ENSPPYG00000014019 ENSMMUG00000021918
ENSG00000158457 ENSPTRG00000019678 ENSGGOG00000007835 ENSPPYG00000017992 ENSMMUG00000012109
ENSG00000102871 ENSPTRG00000008215 ENSGGOG00000011883 ENSPPYG00000007440 ENSMMUG00000005908
ENSG00000124181 ENSPTRG00000013500 ENSGGOG00000007808 ENSPPYG00000011011 ENSMMUG00000005905
ENSG00000169299 ENSPTRG00000015979 ENSGGOG00000013725 ENSPPYG00000014661 ENSMMUG00000000232
ENSG00000204952 ENSPTRG00000030923 ENSGGOG00000013571 ENSPPYG00000008499 ENSMMUG00000018180
ENSG00000119844 ENSPTRG00000011983 ENSGGOG00000008449 ENSPPYG00000012364 ENSMMUG00000006503
ENSG00000116761 ENSPTRG00000000854 ENSGGOG00000016539 ENSPPYG00000001242 ENSMMUG00000019326
ENSG00000165030 ENSPTRG00000021100 ENSGGOG00000001317 ENSPPYG00000019368 ENSMMUG00000023257
ENSG00000119661 ENSPTRG00000006520 ENSGGOG00000015989 ENSPPYG00000005973 ENSMMUG00000004910
ENSG00000165887 ENSPTRG00000002812 ENSGGOG00000015227 ENSPPYG00000002535 ENSMMUG00000020032
ENSG00000091704 ENSPTRG00000019696 ENSGGOG00000002419 ENSPPYG00000018004 ENSMMUG00000009495
ENSG00000197381 ENSPTRG00000013997 ENSGGOG00000013244 ENSPPYG00000011514 ENSMMUG00000010695
ENSG00000142856 ENSPTRG00000000816 ENSGGOG00000004727 ENSPPYG00000001276 ENSMMUG00000020047
ENSG00000163900 ENSPTRG00000015701 ENSGGOG00000012973 ENSPPYG00000014366 ENSMMUG00000023815
ENSG00000160584 ENSPTRG00000004317 ENSGGOG00000011085 ENSPPYG00000003905 ENSMMUG00000016128
ENSG00000159307 ENSPTRG00000014473 ENSGGOG00000005201 ENSPPYG00000011912 ENSMMUG00000006061
ENSG00000113889 ENSPTRG00000015717 ENSGGOG00000004236 ENSPPYG00000014383 ENSMMUG00000003700
ENSG00000106780 ENSPTRG00000021303 ENSGGOG00000015277 ENSPPYG00000019551 ENSMMUG00000015885
ENSG00000053501 ENSPTRG00000010659 ENSGGOG00000009410 ENSPPYG00000009702 ENSMMUG00000011589
ENSG00000136930 ENSPTRG00000021354 ENSGGOG00000012164 ENSPPYG00000019596 ENSMMUG00000007358
ENSG00000183807 ENSPTRG00000018538 ENSGGOG00000002045 ENSPPYG00000016958 ENSMMUG00000004162
ENSG00000196456 ENSPTRG00000023357 ENSGGOG00000016629 ENSPPYG00000018168 ENSMMUG00000022634
ENSG00000113240 ENSPTRG00000017605 ENSGGOG00000014248 ENSPPYG00000016110 ENSMMUG00000004002
ENSG00000160097 ENSPTRG00000000493 ENSGGOG00000010035 ENSPPYG00000001583 ENSMMUG00000000310
ENSG00000103126 ENSPTRG00000007537 ENSGGOG00000009760 ENSPPYG00000006905 ENSMMUG00000000605
ENSG00000162763 ENSPTRG00000001614 ENSGGOG00000007321 ENSPPYG00000000570 ENSMMUG00000015518
ENSG00000198771 ENSPTRG00000023609 ENSGGOG00000007100 ENSPPYG00000000549 ENSMMUG00000023372
ENSG00000177879 ENSPTRG00000017155 ENSGGOG00000016895 ENSPPYG00000015700 ENSMMUG00000015288
ENSG00000132329 ENSPTRG00000013080 ENSGGOG00000003956 ENSPPYG00000013314 ENSMMUG00000032518
ENSG00000186806 ENSPTRG00000011378 ENSGGOG00000011249 ENSPPYG00000010316 ENSMMUG00000023530
ENSG00000113749 ENSPTRG00000017551 ENSGGOG00000010675 ENSPPYG00000016150 ENSMMUG00000014245
ENSG00000158006 ENSPTRG00000000370 ENSGGOG00000014258 ENSPPYG00000001699 ENSMMUG00000000655
ENSG00000124067 ENSPTRG00000033921 ENSGGOG00000004986 ENSPPYG00000007478 ENSMMUG00000008491
ENSG00000244057 ENSPTRG00000001319 ENSGGOG00000026262 ENSPPYG00000000839 ENSMMUG00000010284
ENSG00000067248 ENSPTRG00000016875 ENSGGOG00000001862 ENSPPYG00000015468 ENSMMUG00000010376
ENSG00000149926 ENSPTRG00000007982 ENSGGOG00000012035 ENSPPYG00000007246 ENSMMUG00000012246
ENSG00000165406 ENSPTRG00000002459 ENSGGOG00000014991 ENSPPYG00000002230 ENSMMUG00000013437
ENSG00000138293 ENSPTRG00000002496 ENSGGOG00000016416 ENSPPYG00000002262 ENSMMUG00000015182
ENSG00000185974 ENSPTRG00000006064 ENSGGOG00000017187 ENSPPYG00000005530 ENSMMUG00000007427
ENSG00000138029 ENSPTRG00000011733 ENSGGOG00000025829 ENSPPYG00000012582 ENSMMUG00000004381
ENSG00000049618 ENSPTRG00000018733 ENSGGOG00000011723 ENSPPYG00000017126 ENSMMUG00000002270
ENSG00000139890 ENSPTRG00000006150 ENSGGOG00000015704 ENSPPYG00000005648 ENSMMUG00000016098
ENSG00000117362 ENSPTRG00000001250 ENSGGOG00000017118 ENSPPYG00000000905 ENSMMUG00000021386
ENSG00000115350 ENSPTRG00000012105 ENSGGOG00000004491 ENSPPYG00000012258 ENSMMUG00000001845
ENSG00000138646 ENSPTRG00000016273 ENSGGOG00000010944 ENSPPYG00000014925 ENSMMUG00000010316
ENSG00000110330 ENSPTRG00000004213 ENSGGOG00000008327 ENSPPYG00000003808 ENSMMUG00000003400
ENSG00000147676 ENSPTRG00000020530 ENSGGOG00000022309 ENSPPYG00000018840 ENSMMUG00000004296
ENSG00000036828 ENSPTRG00000015289 ENSGGOG00000002159 ENSPPYG00000013489 ENSMMUG00000007886
ENSG00000140521 ENSPTRG00000007431 ENSGGOG00000011727 ENSPPYG00000006763 ENSMMUG00000011160
ENSG00000140285 ENSPTRG00000007057 ENSGGOG00000005378 ENSPPYG00000006463 ENSMMUG00000009842
ENSG00000204882 ENSPTRG00000030922 ENSGGOG00000010614 ENSPPYG00000018912 ENSMMUG00000011652
ENSG00000186480 ENSPTRG00000019905 ENSGGOG00000001908 ENSPPYG00000018212 ENSMMUG00000010503
ENSG00000178922 ENSPTRG00000000640 ENSGGOG00000012782 ENSPPYG00000001444 ENSMMUG00000023675
ENSG00000120279 ENSPTRG00000018719 ENSGGOG00000016602 ENSPPYG00000017114 ENSMMUG00000019073
ENSG00000136875 ENSPTRG00000021274 ENSGGOG00000006943 ENSPPYG00000019516 ENSMMUG00000005844
ENSG00000154144 ENSPTRG00000004424 ENSGGOG00000003750 ENSPPYG00000004015 ENSMMUG00000008474
ENSG00000138660 ENSPTRG00000016373 ENSGGOG00000009698 ENSPPYG00000015005 ENSMMUG00000015591
ENSG00000155903 ENSPTRG00000015472 ENSGGOG00000023738 ENSPPYG00000014165 ENSMMUG00000009418
ENSG00000112787 ENSPTRG00000005650 ENSGGOG00000009523 ENSPPYG00000005141 ENSMMUG00000017026
ENSG00000137500 ENSPTRG00000004129 ENSGGOG00000009045 ENSPPYG00000003736 ENSMMUG00000020154
ENSG00000086288 ENSPTRG00000019091 ENSGGOG00000007442 ENSPPYG00000017630 ENSMMUG00000010167
ENSG00000196636 ENSPTRG00000019427 ENSGGOG00000014829 ENSPPYG00000017792 ENSMMUG00000014920
ENSG00000111335 ENSPTRG00000005479 ENSGGOG00000008149 ENSPPYG00000004979 ENSMMUG00000008505
ENSG00000235568 ENSPTRG00000014454 ENSGGOG00000014388 ENSPPYG00000011895 ENSMMUG00000002971
ENSG00000136859 ENSPTRG00000021384 ENSGGOG00000005996 ENSPPYG00000019618 ENSMMUG00000012161
ENSG00000139292 ENSPTRG00000005223 ENSGGOG00000002897 ENSPPYG00000004772 ENSMMUG00000020942
ENSG00000164211 ENSPTRG00000017130 ENSGGOG00000002240 ENSPPYG00000015681 ENSMMUG00000008563
ENSG00000133794 ENSPTRG00000003376 ENSGGOG00000013211 ENSPPYG00000003473 ENSMMUG00000009690
ENSG00000179119 ENSPTRG00000003426 ENSGGOG00000010379 ENSPPYG00000003432 ENSMMUG00000019329
ENSG00000165502 ENSPTRG00000006315 ENSGGOG00000011105 ENSPPYG00000005788 ENSMMUG00000031717
ENSG00000080200 ENSPTRG00000015141 ENSGGOG00000016206 ENSPPYG00000013622 ENSMMUG00000017871
ENSG00000212916 ENSPTRG00000034279 ENSGGOG00000006627 ENSPPYG00000000109 ENSMMUG00000016297
ENSG00000105011 ENSPTRG00000010586 ENSGGOG00000013302 ENSPPYG00000009639 ENSMMUG00000014135
ENSG00000159792 ENSPTRG00000008252 ENSGGOG00000013890 ENSPPYG00000007474 ENSMMUG00000011895
ENSG00000104824 ENSPTRG00000010941 ENSGGOG00000004067 ENSPPYG00000009945 ENSMMUG00000021355
ENSG00000118217 ENSPTRG00000001596 ENSGGOG00000013807 ENSPPYG00000000589 ENSMMUG00000004049
ENSG00000172410 ENSPTRG00000000835 ENSGGOG00000027684 ENSPPYG00000001263 ENSMMUG00000000640
ENSG00000159363 ENSPTRG00000000241 ENSGGOG00000016250 ENSPPYG00000001813 ENSMMUG00000001610
ENSG00000151693 ENSPTRG00000011636 ENSGGOG00000001744 ENSPPYG00000012668 ENSMMUG00000018033
ENSG00000162772 ENSPTRG00000001962 ENSGGOG00000014206 ENSPPYG00000000235 ENSMMUG00000012185
ENSG00000102984 ENSPTRG00000008328 ENSGGOG00000005863 ENSPPYG00000007523 ENSMMUG00000016716
ENSG00000187833 ENSPTRG00000012070 ENSGGOG00000004686 ENSPPYG00000012290 ENSMMUG00000010863
ENSG00000187778 ENSPTRG00000004910 ENSGGOG00000001566 ENSPPYG00000004490 ENSMMUG00000011098
ENSG00000107821 ENSPTRG00000002865 ENSGGOG00000004516 ENSPPYG00000002580 ENSMMUG00000017668
ENSG00000086062 ENSPTRG00000020854 ENSGGOG00000009135 ENSPPYG00000019139 ENSMMUG00000002086
ENSG00000177291 ENSPTRG00000002422 ENSGGOG00000005857 ENSPPYG00000002200 ENSMMUG00000001695
ENSG00000010671 ENSPTRG00000022104 ENSGGOG00000022176 ENSPPYG00000020552 ENSMMUG00000019573
ENSG00000163346 ENSPTRG00000001394 ENSGGOG00000012847 ENSPPYG00000000771 ENSMMUG00000006576
ENSG00000151116 ENSPTRG00000003425 ENSGGOG00000010367 ENSPPYG00000003433 ENSMMUG00000000336
ENSG00000186918 ENSPTRG00000020119 ENSGGOG00000015725 ENSPPYG00000018476 ENSMMUG00000007480
ENSG00000151093 ENSPTRG00000014701 ENSGGOG00000024796 ENSPPYG00000014059 ENSMMUG00000014798
ENSG00000142798 ENSPTRG00000000307 ENSGGOG00000013212 ENSPPYG00000001757 ENSMMUG00000014828
ENSG00000100842 ENSPTRG00000006170 ENSGGOG00000017117 ENSPPYG00000005666 ENSMMUG00000014750
ENSG00000213341 ENSPTRG00000033948 ENSGGOG00000008996 ENSPPYG00000002562 ENSMMUG00000018476
ENSG00000089916 ENSPTRG00000006565 ENSGGOG00000005602 ENSPPYG00000006011 ENSMMUG00000008792
ENSG00000115942 ENSPTRG00000012795 ENSGGOG00000014070 ENSPPYG00000013064 ENSMMUG00000014460
ENSG00000100335 ENSPTRG00000014397 ENSGGOG00000010109 ENSPPYG00000011841 ENSMMUG00000004496
ENSG00000161243 ENSPTRG00000010950 ENSGGOG00000004829 ENSPPYG00000009953 ENSMMUG00000014544
ENSG00000133256 ENSPTRG00000015807 ENSGGOG00000005730 ENSPPYG00000014504 ENSMMUG00000003282
ENSG00000170044 ENSPTRG00000015180 ENSGGOG00000012040 ENSPPYG00000013583 ENSMMUG00000021859
ENSG00000178150 ENSPTRG00000011228 ENSGGOG00000006459 ENSPPYG00000010192 ENSMMUG00000005123
ENSG00000075643 ENSPTRG00000009978 ENSGGOG00000009642 ENSPPYG00000009114 ENSMMUG00000018791
ENSG00000128805 ENSPTRG00000002479 ENSGGOG00000001347 ENSPPYG00000002247 ENSMMUG00000004063
ENSG00000163069 ENSPTRG00000016053 ENSGGOG00000016842 ENSPPYG00000014780 ENSMMUG00000018941
ENSG00000062725 ENSPTRG00000009486 ENSGGOG00000008922 ENSPPYG00000008516 ENSMMUG00000016566
ENSG00000159176 ENSPTRG00000001836 ENSGGOG00000004840 ENSPPYG00000000361 ENSMMUG00000020772
ENSG00000150401 ENSPTRG00000006059 ENSGGOG00000027172 ENSPPYG00000005527 ENSMMUG00000016740
ENSG00000119915 ENSPTRG00000002885 ENSGGOG00000024219 ENSPPYG00000002596 ENSMMUG00000022752
ENSG00000204850 ENSPTRG00000028962 ENSGGOG00000015668 ENSPPYG00000010153 ENSMMUG00000012877
ENSG00000137486 ENSPTRG00000004079 ENSGGOG00000009699 ENSPPYG00000003687 ENSMMUG00000017529
ENSG00000103496 ENSPTRG00000008027 ENSGGOG00000002602 ENSPPYG00000007301 ENSMMUG00000021683
ENSG00000148300 ENSPTRG00000023363 ENSGGOG00000014508 ENSPPYG00000019735 ENSMMUG00000000935
ENSG00000028277 ENSPTRG00000011045 ENSGGOG00000011088 ENSPPYG00000010036 ENSMMUG00000013376
ENSG00000171451 ENSPTRG00000029284 ENSGGOG00000026085 ENSPPYG00000009228 ENSMMUG00000032506
ENSG00000164330 ENSPTRG00000017477 ENSGGOG00000000033 ENSPPYG00000015995 ENSMMUG00000021696
ENSG00000205927 ENSPTRG00000013863 ENSGGOG00000008780 ENSPPYG00000011369 ENSMMUG00000017652
ENSG00000118873 ENSPTRG00000001999 ENSGGOG00000013163 ENSPPYG00000000207 ENSMMUG00000007784
ENSG00000180938 ENSPTRG00000020571 ENSGGOG00000006964 ENSPPYG00000018871 ENSMMUG00000021103
ENSG00000123560 ENSPTRG00000022133 ENSGGOG00000016511 ENSPPYG00000020590 ENSMMUG00000000809
ENSG00000005981 ENSPTRG00000019420 ENSGGOG00000006509 ENSPPYG00000017801 ENSMMUG00000008016
ENSG00000004799 ENSPTRG00000019421 ENSGGOG00000002467 ENSPPYG00000017799 ENSMMUG00000021389
ENSG00000116793 ENSPTRG00000001123 ENSGGOG00000014726 ENSPPYG00000001010 ENSMMUG00000017819
ENSG00000146376 ENSPTRG00000018591 ENSGGOG00000013519 ENSPPYG00000017000 ENSMMUG00000020365
ENSG00000113088 ENSPTRG00000016870 ENSGGOG00000026032 ENSPPYG00000015464 ENSMMUG00000020171
ENSG00000108788 ENSPTRG00000009208 ENSGGOG00000010869 ENSPPYG00000008387 ENSMMUG00000009887
ENSG00000214305 ENSPTRG00000033980 ENSGGOG00000024709 ENSPPYG00000003839 ENSMMUG00000029979
ENSG00000118046 ENSPTRG00000010187 ENSGGOG00000011038 ENSPPYG00000009308 ENSMMUG00000022198
ENSG00000145901 ENSPTRG00000017428 ENSGGOG00000000891 ENSPPYG00000015959 ENSMMUG00000021051
ENSG00000118518 ENSPTRG00000018579 ENSGGOG00000012420 ENSPPYG00000016994 ENSMMUG00000015354
ENSG00000011143 ENSPTRG00000009447 ENSGGOG00000003139 ENSPPYG00000008864 ENSMMUG00000011971
ENSG00000104368 ENSPTRG00000020201 ENSGGOG00000025616 ENSPPYG00000018549 ENSMMUG00000014432
ENSG00000123358 ENSPTRG00000004966 ENSGGOG00000006418 ENSPPYG00000004537 ENSMMUG00000022922
ENSG00000180537 ENSPTRG00000017741 ENSGGOG00000009362 ENSPPYG00000016247 ENSMMUG00000002501
ENSG00000105605 ENSPTRG00000011436 ENSGGOG00000012615 ENSPPYG00000010366 ENSMMUG00000007975
ENSG00000132141 ENSPTRG00000023221 ENSGGOG00000022453 ENSPPYG00000008174 ENSMMUG00000006399
ENSG00000184083 ENSPTRG00000021935 ENSGGOG00000001504 ENSPPYG00000020379 ENSMMUG00000008760
ENSG00000143318 ENSPTRG00000001544 ENSGGOG00000014642 ENSPPYG00000000639 ENSMMUG00000017837
ENSG00000110344 ENSPTRG00000004341 ENSGGOG00000011416 ENSPPYG00000003932 ENSMMUG00000017602
ENSG00000126821 ENSPTRG00000006428 ENSGGOG00000005161 ENSPPYG00000005893 ENSMMUG00000023556
ENSG00000110841 ENSPTRG00000004790 ENSGGOG00000013345 ENSPPYG00000004381 ENSMMUG00000021737
ENSG00000172943 ENSPTRG00000021932 ENSGGOG00000014703 ENSPPYG00000020378 ENSMMUG00000008751
ENSG00000153807 ENSPTRG00000019019 ENSGGOG00000002225 ENSPPYG00000017699 ENSMMUG00000013461
ENSG00000112715 ENSPTRG00000018210 ENSGGOG00000012714 ENSPPYG00000016647 ENSMMUG00000004577
ENSG00000108381 ENSPTRG00000008568 ENSGGOG00000004883 ENSPPYG00000007813 ENSMMUG00000030388
ENSG00000134291 ENSPTRG00000004870 ENSGGOG00000004302 ENSPPYG00000004450 ENSMMUG00000011441
ENSG00000183520 ENSPTRG00000000561 ENSGGOG00000022705 ENSPPYG00000001517 ENSMMUG00000020834
ENSG00000142207 ENSPTRG00000013852 ENSGGOG00000000285 ENSPPYG00000011359 ENSMMUG00000010295
ENSG00000163293 ENSPTRG00000016038 ENSGGOG00000009006 ENSPPYG00000014714 ENSMMUG00000018625
ENSG00000095906 ENSPTRG00000007609 ENSGGOG00000006254 ENSPPYG00000006964 ENSMMUG00000018597
ENSG00000102805 ENSPTRG00000005940 ENSGGOG00000013888 ENSPPYG00000005424 ENSMMUG00000021457
ENSG00000177721 ENSPTRG00000016838 ENSGGOG00000007458 ENSPPYG00000015434 ENSMMUG00000019477
ENSG00000182318 ENSPTRG00000011587 ENSGGOG00000002894 ENSPPYG00000010497 ENSMMUG00000009311
ENSG00000185963 ENSPTRG00000021116 ENSGGOG00000015374 ENSPPYG00000019382 ENSMMUG00000001061
ENSG00000101247 ENSPTRG00000013259 ENSGGOG00000006702 ENSPPYG00000010716 ENSMMUG00000012354
ENSG00000131779 ENSPTRG00000001203 ENSGGOG00000015402 ENSPPYG00000000931 ENSMMUG00000016048
ENSG00000010319 ENSPTRG00000014999 ENSGGOG00000015913 ENSPPYG00000013807 ENSMMUG00000018872
ENSG00000204019 ENSPTRG00000028214 ENSGGOG00000027593 ENSPPYG00000020657 ENSMMUG00000020850
ENSG00000140807 ENSPTRG00000008104 ENSGGOG00000008141 ENSPPYG00000007340 ENSMMUG00000019868
ENSG00000182732 ENSPTRG00000006504 ENSGGOG00000007256 ENSPPYG00000005962 ENSMMUG00000001820
ENSG00000188779 ENSPTRG00000007209 ENSGGOG00000004743 ENSPPYG00000006588 ENSMMUG00000014485
ENSG00000137411 ENSPTRG00000034497 ENSGGOG00000014587 ENSPPYG00000016424 ENSMMUG00000018609
ENSG00000104365 ENSPTRG00000020202 ENSGGOG00000006769 ENSPPYG00000018550 ENSMMUG00000008351
ENSG00000147183 ENSPTRG00000022076 ENSGGOG00000026865 ENSPPYG00000020524 ENSMMUG00000032401
ENSG00000135525 ENSPTRG00000018636 ENSGGOG00000000974 ENSPPYG00000017033 ENSMMUG00000016373
ENSG00000177047 ENSPTRG00000020812 ENSGGOG00000012076 ENSPPYG00000019184 ENSMMUG00000019066
ENSG00000165568 ENSPTRG00000002246 ENSGGOG00000011066 ENSPPYG00000002049 ENSMMUG00000002473
ENSG00000160185 ENSPTRG00000013943 ENSGGOG00000012038 ENSPPYG00000011453 ENSMMUG00000018081
ENSG00000136404 ENSPTRG00000007390 ENSGGOG00000015013 ENSPPYG00000006739 ENSMMUG00000009084
ENSG00000187068 ENSPTRG00000030030 ENSGGOG00000014966 ENSPPYG00000014363 ENSMMUG00000000430
ENSG00000203908 ENSPTRG00000029546 ENSGGOG00000007778 ENSPPYG00000016772 ENSMMUG00000010084
ENSG00000168348 ENSPTRG00000006267 ENSGGOG00000008351 ENSPPYG00000005745 ENSMMUG00000016483
ENSG00000158411 ENSPTRG00000012274 ENSGGOG00000024270 ENSPPYG00000019960 ENSMMUG00000000572
ENSG00000066382 ENSPTRG00000003466 ENSGGOG00000010368 ENSPPYG00000003395 ENSMMUG00000017592
ENSG00000118689 ENSPTRG00000018476 ENSGGOG00000003517 ENSPPYG00000016896 ENSMMUG00000020369
ENSG00000077009 ENSPTRG00000010284 ENSGGOG00000004857 ENSPPYG00000009391 ENSMMUG00000015273
ENSG00000146374 ENSPTRG00000018578 ENSGGOG00000026099 ENSPPYG00000016993 ENSMMUG00000015355
ENSG00000204518 ENSPTRG00000030826 ENSGGOG00000003689 ENSPPYG00000001867 ENSMMUG00000011137
ENSG00000153922 ENSPTRG00000017103 ENSGGOG00000011463 ENSPPYG00000015659 ENSMMUG00000014090
ENSG00000165699 ENSPTRG00000021504 ENSGGOG00000002139 ENSPPYG00000019717 ENSMMUG00000009918
ENSG00000196800 ENSPTRG00000022988 ENSGGOG00000012747 ENSPPYG00000015922 ENSMMUG00000001198
ENSG00000065485 ENSPTRG00000015302 ENSGGOG00000006726 ENSPPYG00000013475 ENSMMUG00000007696
ENSG00000071909 ENSPTRG00000012624 ENSGGOG00000007143 ENSPPYG00000012921 ENSMMUG00000016256
ENSG00000137752 ENSPTRG00000004231 ENSGGOG00000023820 ENSPPYG00000003826 ENSMMUG00000009852
ENSG00000106346 ENSPTRG00000018906 ENSGGOG00000015369 ENSPPYG00000017345 ENSMMUG00000020321
ENSG00000141552 ENSPTRG00000009775 ENSGGOG00000013938 ENSPPYG00000008750 ENSMMUG00000012887
ENSG00000155659 ENSPTRG00000021973 ENSGGOG00000000336 ENSPPYG00000020421 ENSMMUG00000002750
ENSG00000091157 ENSPTRG00000010042 ENSGGOG00000002885 ENSPPYG00000009179 ENSMMUG00000012916
ENSG00000128881 ENSPTRG00000006982 ENSGGOG00000014329 ENSPPYG00000006404 ENSMMUG00000010036
ENSG00000139209 ENSPTRG00000004858 ENSGGOG00000012966 ENSPPYG00000004438 ENSMMUG00000012331
ENSG00000149527 ENSPTRG00000000051 ENSGGOG00000010243 ENSPPYG00000001978 ENSMMUG00000014682
ENSG00000183020 ENSPTRG00000003144 ENSGGOG00000000458 ENSPPYG00000002893 ENSMMUG00000003620
ENSG00000134575 ENSPTRG00000003559 ENSGGOG00000008576 ENSPPYG00000003310 ENSMMUG00000015597
ENSG00000113732 ENSPTRG00000017538 ENSGGOG00000006701 ENSPPYG00000016052 ENSMMUG00000013825
ENSG00000213145 ENSPTRG00000033768 ENSGGOG00000027381 ENSPPYG00000006209 ENSMMUG00000007158
ENSG00000120756 ENSPTRG00000015484 ENSGGOG00000002849 ENSPPYG00000014174 ENSMMUG00000012403
ENSG00000106070 ENSPTRG00000019191 ENSGGOG00000006482 ENSPPYG00000017557 ENSMMUG00000019992
ENSG00000172889 ENSPTRG00000021563 ENSGGOG00000016820 ENSPPYG00000019779 ENSMMUG00000026981
ENSG00000163053 ENSPTRG00000013007 ENSGGOG00000002255 ENSPPYG00000013251 ENSMMUG00000008591
ENSG00000078898 ENSPTRG00000013387 ENSGGOG00000010625 ENSPPYG00000011278 ENSMMUG00000009415
ENSG00000009830 ENSPTRG00000006576 ENSGGOG00000006199 ENSPPYG00000006020 ENSMMUG00000001095
ENSG00000167523 ENSPTRG00000008484 ENSGGOG00000012220 ENSPPYG00000007741 ENSMMUG00000014908
ENSG00000135222 ENSPTRG00000016120 ENSGGOG00000024047 ENSPPYG00000014793 ENSMMUG00000004849
ENSG00000196943 ENSPTRG00000033813 ENSGGOG00000004689 ENSPPYG00000005698 ENSMMUG00000010049
ENSG00000182253 ENSPTRG00000007493 ENSGGOG00000014873 ENSPPYG00000006810 ENSMMUG00000005220
ENSG00000204271 ENSPTRG00000028267 ENSGGOG00000009495 ENSPPYG00000020403 ENSMMUG00000018590
ENSG00000170153 ENSPTRG00000016465 ENSGGOG00000023601 ENSPPYG00000015083 ENSMMUG00000010444
ENSG00000168675 ENSPTRG00000023007 ENSGGOG00000013522 ENSPPYG00000008981 ENSMMUG00000004032
ENSG00000163902 ENSPTRG00000015358 ENSGGOG00000013966 ENSPPYG00000013432 ENSMMUG00000018321
ENSG00000127084 ENSPTRG00000021120 ENSGGOG00000008907 ENSPPYG00000019384 ENSMMUG00000020795
ENSG00000148935 ENSPTRG00000003446 ENSGGOG00000027509 ENSPPYG00000003415 ENSMMUG00000020818
ENSG00000123213 ENSPTRG00000016934 ENSGGOG00000016525 ENSPPYG00000015513 ENSMMUG00000016522
ENSG00000172273 ENSPTRG00000004372 ENSGGOG00000008087 ENSPPYG00000003957 ENSMMUG00000014877
ENSG00000143624 ENSPTRG00000001360 ENSGGOG00000003835 ENSPPYG00000000797 ENSMMUG00000019482
ENSG00000173264 ENSPTRG00000003831 ENSGGOG00000012259 ENSPPYG00000003109 ENSMMUG00000010390
ENSG00000108849 ENSPTRG00000009257 ENSGGOG00000012845 ENSPPYG00000008347 ENSMMUG00000003206
ENSG00000103037 ENSPTRG00000008182 ENSGGOG00000009544 ENSPPYG00000007409 ENSMMUG00000014621
ENSG00000136738 ENSPTRG00000002333 ENSGGOG00000000306 ENSPPYG00000002126 ENSMMUG00000001700
ENSG00000159256 ENSPTRG00000013890 ENSGGOG00000011974 ENSPPYG00000011402 ENSMMUG00000020043
ENSG00000124784 ENSPTRG00000017700 ENSGGOG00000011037 ENSPPYG00000016207 ENSMMUG00000015577
ENSG00000225921 ENSPTRG00000017737 ENSGGOG00000007677 ENSPPYG00000016243 ENSMMUG00000008681
ENSG00000109101 ENSPTRG00000008920 ENSGGOG00000009682 ENSPPYG00000008096 ENSMMUG00000021975
ENSG00000151692 ENSPTRG00000011630 ENSGGOG00000012367 ENSPPYG00000012673 ENSMMUG00000013759
ENSG00000113356 ENSPTRG00000017068 ENSGGOG00000000266 ENSPPYG00000015624 ENSMMUG00000018972
ENSG00000161057 ENSPTRG00000019553 ENSGGOG00000009167 ENSPPYG00000017883 ENSMMUG00000003432
ENSG00000017621 ENSPTRG00000021884 ENSGGOG00000009033 ENSPPYG00000020335 ENSMMUG00000023021
ENSG00000127074 ENSPTRG00000001791 ENSGGOG00000001657 ENSPPYG00000000400 ENSMMUG00000001672
ENSG00000169903 ENSPTRG00000015517 ENSGGOG00000001835 ENSPPYG00000014198 ENSMMUG00000018980
ENSG00000127452 ENSPTRG00000010450 ENSGGOG00000005995 ENSPPYG00000009535 ENSMMUG00000007875
ENSG00000137216 ENSPTRG00000018214 ENSGGOG00000003071 ENSPPYG00000016651 ENSMMUG00000016230
ENSG00000136514 ENSPTRG00000015726 ENSGGOG00000001227 ENSPPYG00000014392 ENSMMUG00000013007
ENSG00000138823 ENSPTRG00000023619 ENSGGOG00000000443 ENSPPYG00000014953 ENSMMUG00000009091
ENSG00000125753 ENSPTRG00000011157 ENSGGOG00000009879 ENSPPYG00000010124 ENSMMUG00000022938
ENSG00000130540 ENSPTRG00000014477 ENSGGOG00000007339 ENSPPYG00000011916 ENSMMUG00000005252
ENSG00000128309 ENSPTRG00000014324 ENSGGOG00000017042 ENSPPYG00000011784 ENSMMUG00000012350
ENSG00000077454 ENSPTRG00000028467 ENSGGOG00000013712 ENSPPYG00000017418 ENSMMUG00000015311
ENSG00000203877 ENSPTRG00000029533 ENSGGOG00000022239 ENSPPYG00000016810 ENSMMUG00000029548
ENSG00000166897 ENSPTRG00000014334 ENSGGOG00000017070 ENSPPYG00000011793 ENSMMUG00000018859
ENSG00000187566 ENSPTRG00000017755 ENSGGOG00000016684 ENSPPYG00000016262 ENSMMUG00000016626
