Human Chimpanzee Gorilla Orangutan Macaque Mouse Opossum Platypus Chicken
ENSG00000123728 ENSPTRG00000022279 ENSGGOG00000021967 ENSPPYG00000020725 ENSMMUG00000016588 ENSMUSG00000050029 ENSMODG00000015308 ENSOANG00000011699 ENSGALG00000006061
ENSG00000117595 ENSPTRG00000001941 ENSGGOG00000006214 ENSPPYG00000000253 ENSMMUG00000022065 ENSMUSG00000026638 ENSMODG00000002539 ENSOANG00000013718 ENSGALG00000001405
ENSG00000196850 ENSPTRG00000022735 ENSGGOG00000006419 ENSPPYG00000004952 ENSMMUG00000013156 ENSMUSG00000038582 ENSMODG00000011559 ENSOANG00000004786 ENSGALG00000004550
ENSG00000110171 ENSPTRG00000003290 ENSGGOG00000013289 ENSPPYG00000003543 ENSMMUG00000007728 ENSMUSG00000036989 ENSMODG00000018582 ENSOANG00000001409 ENSGALG00000003422
ENSG00000163864 ENSPTRG00000015462 ENSGGOG00000012306 ENSPPYG00000014158 ENSMMUG00000000287 ENSMUSG00000032456 ENSMODG00000018604 ENSOANG00000002680 ENSGALG00000005320
ENSG00000138777 ENSPTRG00000016335 ENSGGOG00000002175 ENSPPYG00000014975 ENSMMUG00000017004 ENSMUSG00000028013 ENSMODG00000020635 ENSOANG00000020032 ENSGALG00000010582
ENSG00000138316 ENSPTRG00000002596 ENSGGOG00000012358 ENSPPYG00000002367 ENSMMUG00000012330 ENSMUSG00000059901 ENSMODG00000012133 ENSOANG00000014582 ENSGALG00000004482
ENSG00000175087 ENSPTRG00000000374 ENSGGOG00000003927 ENSPPYG00000001695 ENSMMUG00000016874 ENSMUSG00000050890 ENSMODG00000014101 ENSOANG00000014896 ENSGALG00000001463
ENSG00000140057 ENSPTRG00000006703 ENSGGOG00000000725 ENSPPYG00000006127 ENSMMUG00000003397 ENSMUSG00000041323 ENSMODG00000012835 ENSOANG00000012942 ENSGALG00000011093
ENSG00000135766 ENSPTRG00000002110 ENSGGOG00000024267 ENSPPYG00000000114 ENSMMUG00000005247 ENSMUSG00000031987 ENSMODG00000008825 ENSOANG00000013722 ENSGALG00000011056
ENSG00000137944 ENSPTRG00000000933 ENSGGOG00000012016 ENSPPYG00000001176 ENSMMUG00000018795 ENSMUSG00000040213 ENSMODG00000012408 ENSOANG00000009128 ENSGALG00000006188
ENSG00000198894 ENSPTRG00000024007 ENSGGOG00000023072 ENSPPYG00000006016 ENSMMUG00000003895 ENSMUSG00000034157 ENSMODG00000005520 ENSOANG00000010591 ENSGALG00000010390
ENSG00000151135 ENSPTRG00000005394 ENSGGOG00000013000 ENSPPYG00000004909 ENSMMUG00000022279 ENSMUSG00000060935 ENSMODG00000001595 ENSOANG00000005532 ENSGALG00000012640
ENSG00000115484 ENSPTRG00000011965 ENSGGOG00000007003 ENSPPYG00000012381 ENSMMUG00000013973 ENSMUSG00000007739 ENSMODG00000002882 ENSOANG00000012419 ENSGALG00000008812
ENSG00000152760 ENSPTRG00000000834 ENSGGOG00000002407 ENSPPYG00000001264 ENSMMUG00000000638 ENSMUSG00000028523 ENSMODG00000000963 ENSOANG00000006855 ENSGALG00000020600
ENSG00000181991 ENSPTRG00000007420 ENSGGOG00000015152 ENSPPYG00000006751 ENSMMUG00000013659 ENSMUSG00000030611 ENSMODG00000019589 ENSOANG00000015559 ENSGALG00000006777
ENSG00000127804 ENSPTRG00000008550 ENSGGOG00000009735 ENSPPYG00000007795 ENSMMUG00000022007 ENSMUSG00000010554 ENSMODG00000010765 ENSOANG00000008629 ENSGALG00000014901
ENSG00000135365 ENSPTRG00000003542 ENSGGOG00000002304 ENSPPYG00000003325 ENSMMUG00000002617 ENSMUSG00000058318 ENSMODG00000019887 ENSOANG00000005355 ENSGALG00000008403
ENSG00000095139 ENSPTRG00000004350 ENSGGOG00000006162 ENSPPYG00000003939 ENSMMUG00000002543 ENSMUSG00000032096 ENSMODG00000013432 ENSOANG00000003755 ENSGALG00000007430
ENSG00000103769 ENSPTRG00000007188 ENSGGOG00000014252 ENSPPYG00000006573 ENSMMUG00000008006 ENSMUSG00000004771 ENSMODG00000009810 ENSOANG00000002201 ENSGALG00000007615
ENSG00000143322 ENSPTRG00000001727 ENSGGOG00000002631 ENSPPYG00000000464 ENSMMUG00000006262 ENSMUSG00000026596 ENSMODG00000006090 ENSOANG00000000958 ENSGALG00000004213
ENSG00000116957 ENSPTRG00000002131 ENSGGOG00000013627 ENSPPYG00000000096 ENSMMUG00000008426 ENSMUSG00000039233 ENSMODG00000008312 ENSOANG00000001213 ENSGALG00000013950
ENSG00000154096 ENSPTRG00000004385 ENSGGOG00000011554 ENSPPYG00000003967 ENSMMUG00000008923 ENSMUSG00000032011 ENSMODG00000013188 ENSOANG00000002126 ENSGALG00000006751
ENSG00000159197 ENSPTRG00000031433 ENSGGOG00000009542 ENSPPYG00000011388 ENSMMUG00000019541 ENSMUSG00000039672 ENSMODG00000025352 ENSOANG00000002441 ENSGALG00000016009
ENSG00000167037 ENSPTRG00000014181 ENSGGOG00000013936 ENSPPYG00000011654 ENSMMUG00000010839 ENSMUSG00000042216 ENSMODG00000004182 ENSOANG00000004092 ENSGALG00000005379
ENSG00000174963 ENSPTRG00000015500 ENSGGOG00000008924 ENSPPYG00000014188 ENSMMUG00000004741 ENSMUSG00000036972 ENSMODG00000021250 ENSOANG00000007364 ENSGALG00000006810
ENSG00000132740 ENSPTRG00000003989 ENSGGOG00000012131 ENSPPYG00000002965 ENSMMUG00000010128 ENSMUSG00000024831 ENSMODG00000004040 ENSOANG00000008915 ENSGALG00000004328
ENSG00000075290 ENSPTRG00000002849 ENSGGOG00000014634 ENSPPYG00000002568 ENSMMUG00000006621 ENSMUSG00000036961 ENSMODG00000010644 ENSOANG00000011077 ENSGALG00000005733
ENSG00000084110 ENSPTRG00000005320 ENSGGOG00000006865 ENSPPYG00000004850 ENSMMUG00000009308 ENSMUSG00000020017 ENSMODG00000008030 ENSOANG00000006609 ENSGALG00000011421
ENSG00000109618 ENSPTRG00000015959 ENSGGOG00000025528 ENSPPYG00000014645 ENSMMUG00000019784 ENSMUSG00000029173 ENSMODG00000000423 ENSOANG00000006687 ENSGALG00000014386
ENSG00000169946 ENSPTRG00000020498 ENSGGOG00000011645 ENSPPYG00000018814 ENSMMUG00000007721 ENSMUSG00000022306 ENSMODG00000005359 ENSOANG00000011618 ENSGALG00000016078
ENSG00000042088 ENSPTRG00000006621 ENSGGOG00000000701 ENSPPYG00000006058 ENSMMUG00000004460 ENSMUSG00000021177 ENSMODG00000002958 ENSOANG00000009963 ENSGALG00000010669
ENSG00000184012 ENSPTRG00000013928 ENSGGOG00000004836 ENSPPYG00000011438 ENSMMUG00000015332 ENSMUSG00000000385 ENSMODG00000020961 ENSOANG00000006438 ENSGALG00000016144
ENSG00000183421 ENSPTRG00000013929 ENSGGOG00000015422 ENSPPYG00000011440 ENSMMUG00000018043 ENSMUSG00000005251 ENSMODG00000020960 ENSOANG00000006443 ENSGALG00000016145
ENSG00000181817 ENSPTRG00000000539 ENSGGOG00000003556 ENSPPYG00000001539 ENSMMUG00000017338 ENSMUSG00000050188 ENSMODG00000023328 ENSOANG00000002066 ENSGALG00000002127
ENSG00000106483 ENSPTRG00000019092 ENSGGOG00000022312 ENSPPYG00000017629 ENSMMUG00000021089 ENSMUSG00000021319 ENSMODG00000012593 ENSOANG00000011609 ENSGALG00000012073
ENSG00000119321 ENSPTRG00000021271 ENSGGOG00000013548 ENSPPYG00000019513 ENSMMUG00000000173 ENSMUSG00000066151 ENSMODG00000004548 ENSOANG00000009709 ENSGALG00000008838
ENSG00000149476 ENSPTRG00000003738 ENSGGOG00000004065 ENSPPYG00000003192 ENSMMUG00000002692 ENSMUSG00000034371 ENSMODG00000020356 ENSOANG00000010938 ENSGALG00000005227
ENSG00000172426 ENSPTRG00000018208 ENSGGOG00000006299 ENSPPYG00000017281 ENSMMUG00000029639 ENSMUSG00000023966 ENSMODG00000018954 ENSOANG00000001956 ENSGALG00000010299
ENSG00000127561 ENSPTRG00000007624 ENSGGOG00000007034 ENSPPYG00000006981 ENSMMUG00000007960 ENSMUSG00000007021 ENSMODG00000016066 ENSOANG00000002543 ENSGALG00000005589
ENSG00000172493 ENSPTRG00000016255 ENSGGOG00000008497 ENSPPYG00000014910 ENSMMUG00000014076 ENSMUSG00000029313 ENSMODG00000020745 ENSOANG00000013624 ENSGALG00000011045
ENSG00000122375 ENSPTRG00000002704 ENSGGOG00000013063 ENSPPYG00000002272 ENSMMUG00000003607 ENSMUSG00000021799 ENSMODG00000011114 ENSOANG00000010446 ENSGALG00000001934
ENSG00000103381 ENSPTRG00000007787 ENSGGOG00000009477 ENSPPYG00000007119 ENSMMUG00000002323 ENSMUSG00000065979 ENSMODG00000004769 ENSOANG00000004964 ENSGALG00000002940
ENSG00000165304 ENSPTRG00000020934 ENSGGOG00000014746 ENSPPYG00000019065 ENSMMUG00000003782 ENSMUSG00000035683 ENSMODG00000002695 ENSOANG00000007580 ENSGALG00000016438
ENSG00000105486 ENSPTRG00000011225 ENSGGOG00000015042 ENSPPYG00000010188 ENSMMUG00000014591 ENSMUSG00000056394 ENSMODG00000013344 ENSOANG00000002678 ENSGALG00000013384
ENSG00000101282 ENSPTRG00000013154 ENSGGOG00000006711 ENSPPYG00000010860 ENSMMUG00000031223 ENSMUSG00000032852 ENSMODG00000019537 ENSOANG00000020831 ENSGALG00000023640
ENSG00000071462 ENSPTRG00000019276 ENSGGOG00000001453 ENSPPYG00000017498 ENSMMUG00000011367 ENSMUSG00000005378 ENSMODG00000013800 ENSOANG00000020650 ENSGALG00000014542
ENSG00000168172 ENSPTRG00000020213 ENSGGOG00000004913 ENSPPYG00000018562 ENSMMUG00000019866 ENSMUSG00000037234 ENSMODG00000010062 ENSOANG00000000693 ENSGALG00000015390
ENSG00000164318 ENSPTRG00000016808 ENSGGOG00000005053 ENSPPYG00000015410 ENSMMUG00000017163 ENSMUSG00000042961 ENSMODG00000020329 ENSOANG00000020798 ENSGALG00000003726
ENSG00000146648 ENSPTRG00000019196 ENSGGOG00000007623 ENSPPYG00000017549 ENSMMUG00000022394 ENSMUSG00000020122 ENSMODG00000009033 ENSOANG00000010685 ENSGALG00000012363
ENSG00000143437 ENSPTRG00000001266 ENSGGOG00000015383 ENSPPYG00000000888 ENSMMUG00000000541 ENSMUSG00000015522 ENSMODG00000018814 ENSOANG00000004580 ENSGALG00000000751
ENSG00000114686 ENSPTRG00000015396 ENSGGOG00000011128 ENSPPYG00000014102 ENSMMUG00000000220 ENSMUSG00000032563 ENSMODG00000011873 ENSOANG00000006770 ENSGALG00000011603
ENSG00000165917 ENSPTRG00000003567 ENSGGOG00000007325 ENSPPYG00000003303 ENSMMUG00000009498 ENSMUSG00000002104 ENSMODG00000019912 ENSOANG00000007894 ENSGALG00000008100
ENSG00000137207 ENSPTRG00000018201 ENSGGOG00000010894 ENSPPYG00000016644 ENSMMUG00000023322 ENSMUSG00000071074 ENSMODG00000018967 ENSOANG00000003042 ENSGALG00000010355
ENSG00000179399 ENSPTRG00000005961 ENSGGOG00000015066 ENSPPYG00000005441 ENSMMUG00000011376 ENSMUSG00000022112 ENSMODG00000009418 ENSOANG00000014924 ENSGALG00000016902
ENSG00000107338 ENSPTRG00000020955 ENSGGOG00000014130 ENSPPYG00000019052 ENSMMUG00000008670 ENSMUSG00000044813 ENSMODG00000003003 ENSOANG00000000882 ENSGALG00000015302
ENSG00000174371 ENSPTRG00000002167 ENSGGOG00000013563 ENSPPYG00000000067 ENSMMUG00000008761 ENSMUSG00000039748 ENSMODG00000006877 ENSOANG00000010268 ENSGALG00000010748
ENSG00000178607 ENSPTRG00000009535 ENSGGOG00000006532 ENSPPYG00000008539 ENSMMUG00000015185 ENSMUSG00000020715 ENSMODG00000009349 ENSOANG00000008033 ENSGALG00000003476
ENSG00000161405 ENSPTRG00000009103 ENSGGOG00000009814 ENSPPYG00000008476 ENSMMUG00000017337 ENSMUSG00000018168 ENSMODG00000012901 ENSOANG00000003623 ENSGALG00000013481
ENSG00000118762 ENSPTRG00000016267 ENSGGOG00000003323 ENSPPYG00000014921 ENSMMUG00000008795 ENSMUSG00000034462 ENSMODG00000020725 ENSOANG00000013631 ENSGALG00000010921
ENSG00000121858 ENSPTRG00000015631 ENSGGOG00000014549 ENSPPYG00000014303 ENSMMUG00000019302 ENSMUSG00000039304 ENSMODG00000021321 ENSOANG00000009315 ENSGALG00000009179
ENSG00000025796 ENSPTRG00000018470 ENSGGOG00000002560 ENSPPYG00000016891 ENSMMUG00000016598 ENSMUSG00000019802 ENSMODG00000018012 ENSOANG00000000777 ENSGALG00000015308
ENSG00000135900 ENSPTRG00000012981 ENSGGOG00000014207 ENSPPYG00000013228 ENSMMUG00000006160 ENSMUSG00000026248 ENSMODG00000021200 ENSOANG00000009738 ENSGALG00000003067
ENSG00000170807 ENSPTRG00000019639 ENSGGOG00000004684 ENSPPYG00000017958 ENSMMUG00000011542 ENSMUSG00000029683 ENSMODG00000015379 ENSOANG00000004829 ENSGALG00000008805
ENSG00000154783 ENSPTRG00000014656 ENSGGOG00000001365 ENSPPYG00000013407 ENSMMUG00000018446 ENSMUSG00000034037 ENSMODG00000007131 ENSOANG00000010885 ENSGALG00000008546
ENSG00000020577 ENSPTRG00000006364 ENSGGOG00000000673 ENSPPYG00000005832 ENSMMUG00000010315 ENSMUSG00000021838 ENSMODG00000011669 ENSOANG00000022002 ENSGALG00000012203
ENSG00000127588 ENSPTRG00000007567 ENSGGOG00000014024 ENSPPYG00000006935 ENSMMUG00000000846 ENSMUSG00000025739 ENSMODG00000016895 ENSOANG00000000467 ENSGALG00000005293
ENSG00000173905 ENSPTRG00000015600 ENSGGOG00000005257 ENSPPYG00000014276 ENSMMUG00000020734 ENSMUSG00000034109 ENSMODG00000016212 ENSOANG00000015079 ENSGALG00000009464
ENSG00000040341 ENSPTRG00000020347 ENSGGOG00000026508 ENSPPYG00000018674 ENSMMUG00000021588 ENSMUSG00000025920 ENSMODG00000007112 ENSOANG00000022550 ENSGALG00000015644
ENSG00000055130 ENSPTRG00000019836 ENSGGOG00000014292 ENSPPYG00000018146 ENSMMUG00000017541 ENSMUSG00000029686 ENSMODG00000001825 ENSOANG00000000278 ENSGALG00000012402
ENSG00000134463 ENSPTRG00000002288 ENSGGOG00000009704 ENSPPYG00000002087 ENSMMUG00000001668 ENSMUSG00000039063 ENSMODG00000016770 ENSOANG00000015428 ENSGALG00000006690
ENSG00000115548 ENSPTRG00000012155 ENSGGOG00000006940 ENSPPYG00000012212 ENSMMUG00000013124 ENSMUSG00000053470 ENSMODG00000009450 ENSOANG00000010361 ENSGALG00000015803
ENSG00000109436 ENSPTRG00000016464 ENSGGOG00000006878 ENSPPYG00000015082 ENSMMUG00000015246 ENSMUSG00000031709 ENSMODG00000000209 ENSOANG00000013540 ENSGALG00000009855
ENSG00000076344 ENSPTRG00000007536 ENSGGOG00000009731 ENSPPYG00000006903 ENSMMUG00000000602 ENSMUSG00000024186 ENSMODG00000016655 ENSOANG00000011294 ENSGALG00000007504
ENSG00000145864 ENSPTRG00000017494 ENSGGOG00000014521 ENSPPYG00000016011 ENSMMUG00000018044 ENSMUSG00000007653 ENSMODG00000007860 ENSOANG00000003608 ENSGALG00000001690
ENSG00000197177 ENSPTRG00000003084 ENSGGOG00000002272 ENSPPYG00000002786 ENSMMUG00000006087 ENSMUSG00000025475 ENSMODG00000014928 ENSOANG00000000449 ENSGALG00000007045
ENSG00000135108 ENSPTRG00000005505 ENSGGOG00000010676 ENSPPYG00000005004 ENSMMUG00000017479 ENSMUSG00000032898 ENSMODG00000015386 ENSOANG00000012062 ENSGALG00000008201
ENSG00000151332 ENSPTRG00000006273 ENSGGOG00000006321 ENSPPYG00000005748 ENSMMUG00000004856 ENSMUSG00000021028 ENSMODG00000012698 ENSOANG00000014064 ENSGALG00000010096
ENSG00000141867 ENSPTRG00000010619 ENSGGOG00000010410 ENSPPYG00000009670 ENSMMUG00000021382 ENSMUSG00000024002 ENSMODG00000014558 ENSOANG00000008694 ENSGALG00000013295
ENSG00000008277 ENSPTRG00000019374 ENSGGOG00000002042 ENSPPYG00000017839 ENSMMUG00000022695 ENSMUSG00000040537 ENSMODG00000010338 ENSOANG00000014867 ENSGALG00000008976
ENSG00000128918 ENSPTRG00000007113 ENSGGOG00000007661 ENSPPYG00000006508 ENSMMUG00000019504 ENSMUSG00000013584 ENSMODG00000008641 ENSOANG00000005639 ENSGALG00000004270
ENSG00000056345 ENSPTRG00000009328 ENSGGOG00000007757 ENSPPYG00000008948 ENSMMUG00000003289 ENSMUSG00000020689 ENSMODG00000010872 ENSOANG00000006492 ENSGALG00000000379
ENSG00000156194 ENSPTRG00000016177 ENSGGOG00000006635 ENSPPYG00000014849 ENSMMUG00000015716 ENSMUSG00000029410 ENSMODG00000019210 ENSOANG00000006924 ENSGALG00000011524
ENSG00000144355 ENSPTRG00000012639 ENSGGOG00000003698 ENSPPYG00000012934 ENSMMUG00000007316 ENSMUSG00000041911 ENSMODG00000008892 ENSOANG00000008583 ENSGALG00000018439
ENSG00000155111 ENSPTRG00000018500 ENSGGOG00000012779 ENSPPYG00000016923 ENSMMUG00000020637 ENSMUSG00000038481 ENSMODG00000017926 ENSOANG00000009388 ENSGALG00000015051
ENSG00000135547 ENSPTRG00000018574 ENSGGOG00000002589 ENSPPYG00000016987 ENSMMUG00000009491 ENSMUSG00000019789 ENSMODG00000017701 ENSOANG00000022119 ENSGALG00000014837
ENSG00000109016 ENSPTRG00000008892 ENSGGOG00000008471 ENSPPYG00000008070 ENSMMUG00000013194 ENSMUSG00000042569 ENSMODG00000001421 ENSOANG00000007735 ENSGALG00000004759
ENSG00000110031 ENSPTRG00000003681 ENSGGOG00000001916 ENSPPYG00000003248 ENSMMUG00000011713 ENSMUSG00000024696 ENSMODG00000020172 ENSOANG00000011149 ENSGALG00000020482
ENSG00000136193 ENSPTRG00000019034 ENSGGOG00000005731 ENSPPYG00000017684 ENSMMUG00000016803 ENSMUSG00000019124 ENSMODG00000015310 ENSOANG00000014379 ENSGALG00000011176
ENSG00000160808 ENSPTRG00000014860 ENSGGOG00000002568 ENSPPYG00000013927 ENSMMUG00000014741 ENSMUSG00000059741 ENSMODG00000013943 ENSOANG00000005484 ENSGALG00000005448
ENSG00000143341 ENSPTRG00000001780 ENSGGOG00000001656 ENSPPYG00000000413 ENSMMUG00000010474 ENSMUSG00000066842 ENSMODG00000011458 ENSOANG00000001016 ENSGALG00000005141
ENSG00000112175 ENSPTRG00000018300 ENSGGOG00000002061 ENSPPYG00000016733 ENSMMUG00000011858 ENSMUSG00000032179 ENSMODG00000018782 ENSOANG00000020513 ENSGALG00000016293
ENSG00000100271 ENSPTRG00000014466 ENSGGOG00000001849 ENSPPYG00000011905 ENSMMUG00000008728 ENSMUSG00000022442 ENSMODG00000006847 ENSOANG00000015127 ENSGALG00000014163
ENSG00000122367 ENSPTRG00000002705 ENSGGOG00000013070 ENSPPYG00000002271 ENSMMUG00000003608 ENSMUSG00000021798 ENSMODG00000011146 ENSOANG00000008906 ENSGALG00000001977
ENSG00000124091 ENSPTRG00000013650 ENSGGOG00000023300 ENSPPYG00000011152 ENSMMUG00000000076 ENSMUSG00000074569 ENSMODG00000016441 ENSOANG00000009251 ENSGALG00000007717
ENSG00000124019 ENSPTRG00000012985 ENSGGOG00000001015 ENSPPYG00000013230 ENSMMUG00000022899 ENSMUSG00000043230 ENSMODG00000021203 ENSOANG00000007946 ENSGALG00000005118
ENSG00000152822 ENSPTRG00000018684 ENSGGOG00000015005 ENSPPYG00000017075 ENSMMUG00000016428 ENSMUSG00000019828 ENSMODG00000016884 ENSOANG00000001977 ENSGALG00000012297
ENSG00000114767 ENSPTRG00000014980 ENSGGOG00000012441 ENSPPYG00000013825 ENSMMUG00000003644 ENSMUSG00000041506 ENSMODG00000011815 ENSOANG00000002534 ENSGALG00000001422
ENSG00000196449 ENSPTRG00000000557 ENSGGOG00000007619 ENSPPYG00000001523 ENSMMUG00000005372 ENSMUSG00000028889 ENSMODG00000017750 ENSOANG00000002048 ENSGALG00000001643
ENSG00000113163 ENSPTRG00000016996 ENSGGOG00000005049 ENSPPYG00000015561 ENSMMUG00000006141 ENSMUSG00000021669 ENSMODG00000002107 ENSOANG00000015771 ENSGALG00000014952
ENSG00000132964 ENSPTRG00000005724 ENSGGOG00000006569 ENSPPYG00000005229 ENSMMUG00000014841 ENSMUSG00000029635 ENSMODG00000008753 ENSOANG00000009050 ENSGALG00000017104
ENSG00000137075 ENSPTRG00000020933 ENSGGOG00000016336 ENSPPYG00000019066 ENSMMUG00000016605 ENSMUSG00000035696 ENSMODG00000002665 ENSOANG00000003750 ENSGALG00000015311
ENSG00000139842 ENSPTRG00000006054 ENSGGOG00000000415 ENSPPYG00000005523 ENSMMUG00000019297 ENSMUSG00000031446 ENSMODG00000003915 ENSOANG00000015636 ENSGALG00000016830
ENSG00000128815 ENSPTRG00000002481 ENSGGOG00000004358 ENSPPYG00000002249 ENSMMUG00000013836 ENSMUSG00000051506 ENSMODG00000002305 ENSOANG00000005048 ENSGALG00000006165
ENSG00000077092 ENSPTRG00000014698 ENSGGOG00000002331 ENSPPYG00000014062 ENSMMUG00000007367 ENSMUSG00000017491 ENSMODG00000014926 ENSOANG00000012236 ENSGALG00000011298
ENSG00000166407 ENSPTRG00000003330 ENSGGOG00000011385 ENSPPYG00000003508 ENSMMUG00000015017 ENSMUSG00000036111 ENSMODG00000007385 ENSOANG00000013613 ENSGALG00000005967
ENSG00000163697 ENSPTRG00000016008 ENSGGOG00000007435 ENSPPYG00000014690 ENSMMUG00000012563 ENSMUSG00000029207 ENSMODG00000020566 ENSOANG00000000996 ENSGALG00000014262
ENSG00000198523 ENSPTRG00000033929 ENSGGOG00000006017 ENSPPYG00000018685 ENSMMUG00000022188 ENSMUSG00000038583 ENSMODG00000023329 ENSOANG00000009499 ENSGALG00000014893
ENSG00000170537 ENSPTRG00000007827 ENSGGOG00000027045 ENSPPYG00000007142 ENSMMUG00000006911 ENSMUSG00000042246 ENSMODG00000006207 ENSOANG00000003220 ENSGALG00000006889
ENSG00000136937 ENSPTRG00000021167 ENSGGOG00000001376 ENSPPYG00000019426 ENSMMUG00000012281 ENSMUSG00000028330 ENSMODG00000003202 ENSOANG00000001918 ENSGALG00000002087
ENSG00000151962 ENSPTRG00000016538 ENSGGOG00000001876 ENSPPYG00000015144 ENSMMUG00000021147 ENSMUSG00000033882 ENSMODG00000001302 ENSOANG00000002141 ENSGALG00000009278
ENSG00000105851 ENSPTRG00000019573 ENSGGOG00000014735 ENSPPYG00000017896 ENSMMUG00000011385 ENSMUSG00000020573 ENSMODG00000016386 ENSOANG00000003171 ENSGALG00000008081
ENSG00000160058 ENSPTRG00000000484 ENSGGOG00000013119 ENSPPYG00000001592 ENSMMUG00000001264 ENSMUSG00000040859 ENSMODG00000017430 ENSOANG00000001193 ENSGALG00000003405
ENSG00000082397 ENSPTRG00000009844 ENSGGOG00000012450 ENSPPYG00000009024 ENSMMUG00000019418 ENSMUSG00000024044 ENSMODG00000021459 ENSOANG00000003826 ENSGALG00000014770
ENSG00000058085 ENSPTRG00000001762 ENSGGOG00000014542 ENSPPYG00000000429 ENSMMUG00000001479 ENSMUSG00000026479 ENSMODG00000007039 ENSOANG00000000992 ENSGALG00000004627
ENSG00000116183 ENSPTRG00000001712 ENSGGOG00000002653 ENSPPYG00000000479 ENSMMUG00000023214 ENSMUSG00000073530 ENSMODG00000005626 ENSOANG00000000944 ENSGALG00000004487
ENSG00000134160 ENSPTRG00000006859 ENSGGOG00000016762 ENSPPYG00000006290 ENSMMUG00000009430 ENSMUSG00000030523 ENSMODG00000011776 ENSOANG00000010363 ENSGALG00000003849
ENSG00000197893 ENSPTRG00000002951 ENSGGOG00000002299 ENSPPYG00000002663 ENSMMUG00000001208 ENSMUSG00000049134 ENSMODG00000010074 ENSOANG00000001575 ENSGALG00000008914
ENSG00000100258 ENSPTRG00000022752 ENSGGOG00000002426 ENSPPYG00000011989 ENSMMUG00000030970 ENSMUSG00000022614 ENSMODG00000005873 ENSOANG00000004711 ENSGALG00000023981
ENSG00000125510 ENSPTRG00000013771 ENSGGOG00000024482 ENSPPYG00000011261 ENSMMUG00000016412 ENSMUSG00000027584 ENSMODG00000017068 ENSOANG00000004916 ENSGALG00000005949
ENSG00000121454 ENSPTRG00000001740 ENSGGOG00000013931 ENSPPYG00000000451 ENSMMUG00000012050 ENSMUSG00000026468 ENSMODG00000006371 ENSOANG00000000969 ENSGALG00000001735
ENSG00000158882 ENSPTRG00000001581 ENSGGOG00000005720 ENSPPYG00000000603 ENSMMUG00000018126 ENSMUSG00000005674 ENSMODG00000005111 ENSOANG00000006281 ENSGALG00000013827
ENSG00000071127 ENSPTRG00000015916 ENSGGOG00000015364 ENSPPYG00000014606 ENSMMUG00000000960 ENSMUSG00000005103 ENSMODG00000001392 ENSOANG00000012065 ENSGALG00000014957
ENSG00000149295 ENSPTRG00000004295 ENSGGOG00000003244 ENSPPYG00000003885 ENSMMUG00000014334 ENSMUSG00000032259 ENSMODG00000014196 ENSOANG00000010970 ENSGALG00000007794
ENSG00000197991 ENSPTRG00000005920 ENSGGOG00000005530 ENSPPYG00000005403 ENSMMUG00000005766 ENSMUSG00000050505 ENSMODG00000006279 ENSOANG00000015235 ENSGALG00000016934
ENSG00000157778 ENSPTRG00000018853 ENSGGOG00000013965 ENSPPYG00000017304 ENSMMUG00000013083 ENSMUSG00000029551 ENSMODG00000009027 ENSOANG00000014929 ENSGALG00000004203
ENSG00000048028 ENSPTRG00000004299 ENSGGOG00000005119 ENSPPYG00000003888 ENSMMUG00000023773 ENSMUSG00000032267 ENSMODG00000014180 ENSOANG00000003096 ENSGALG00000006969
ENSG00000136960 ENSPTRG00000020534 ENSGGOG00000002873 ENSPPYG00000018842 ENSMMUG00000004903 ENSMUSG00000022425 ENSMODG00000003977 ENSOANG00000020330 ENSGALG00000016428
ENSG00000100239 ENSPTRG00000014540 ENSGGOG00000012995 ENSPPYG00000011985 ENSMMUG00000009075 ENSMUSG00000036561 ENSMODG00000005766 ENSOANG00000001656 ENSGALG00000013499
ENSG00000070761 ENSPTRG00000008174 ENSGGOG00000005488 ENSPPYG00000007403 ENSMMUG00000015891 ENSMUSG00000031796 ENSMODG00000014076 ENSOANG00000012116 ENSGALG00000000898
ENSG00000101190 ENSPTRG00000023366 ENSGGOG00000017041 ENSPPYG00000011219 ENSMMUG00000008229 ENSMUSG00000038932 ENSMODG00000016827 ENSOANG00000004974 ENSGALG00000005635
ENSG00000185215 ENSPTRG00000006749 ENSGGOG00000023407 ENSPPYG00000006166 ENSMMUG00000021634 ENSMUSG00000021281 ENSMODG00000013430 ENSOANG00000009546 ENSGALG00000011446
ENSG00000090512 ENSPTRG00000015715 ENSGGOG00000003711 ENSPPYG00000014484 ENSMMUG00000018909 ENSMUSG00000022871 ENSMODG00000015884 ENSOANG00000019860 ENSGALG00000008608
ENSG00000135828 ENSPTRG00000001755 ENSGGOG00000023414 ENSPPYG00000000435 ENSMMUG00000005634 ENSMUSG00000066800 ENSMODG00000006829 ENSOANG00000000982 ENSGALG00000003664
ENSG00000136754 ENSPTRG00000024219 ENSGGOG00000011664 ENSPPYG00000002164 ENSMMUG00000005078 ENSMUSG00000058835 ENSMODG00000008499 ENSOANG00000006033 ENSGALG00000007547
ENSG00000146054 ENSPTRG00000017649 ENSGGOG00000022070 ENSPPYG00000019937 ENSMMUG00000003598 ENSMUSG00000040350 ENSMODG00000003934 ENSOANG00000012270 ENSGALG00000000107
